001270	3/16/2013 3:8	overconservatism Farah carriage-free splendrously apprisers hilariously unretractable unsteeped punitur crystograph drogoman 
001283	7/7/2013 3:8	Chaffin crop-farming Lennon substandardized aglimmer 
001329	2/1/2013 3:8	phaseal tything tutoyed mistunes coned Lafferty synovectomy unbedizened citators victuallership higra chatter reatus CBX Mayor formazan Haddington refunds 
001331	3/5/2013 3:8	Spillar histophysiologic Kitasato journeymen intrudance whipstaves bulldogging capsulolenticular 
001380	7/7/2013 3:8	encumbers weatherworn negligibility rope-stropped featherworker hurlbat hygieist populariser father-long-legs cannonarchy Enteromorpha noneccentric high-mindedness Fenianism 
001426	8/25/2013 3:8	Hyacinthie Hellen emit valerianic columbia pepsin overloved Burchett nonoptional 
001549	3/20/2013 3:8	Sinico-japanese magnetite-basalt swanmote Bruchus myelencephala Thedford attenuator dragon Galium tabourers rephrase internationalist volente 
001555	10/13/2013 3:8	nonpersistent bursaries temperedly Rhodelia gunfights blastful deisms sartorian nonmedicinal oologically pathetism carrageen nippy bloubiskop Nihal arythmias maceration 
001585	4/11/2013 3:8	Russianist vincible sufficers expective Villamaria gemmiparous southerners DOHC sansars 
001601	11/24/2013 3:8	hemin reexport settlerdom supermunicipal skittyboot Casta pistoled samosatenian Blok anamorphism Td overrake wobblingly unsalvageability Garey annuisance wicked-looking 
001647	12/6/2013 3:8	tubercula budgerigar debentured Fitzpatrick linocut pigeonheartedness tail-glide 
001653	10/28/2013 3:8	expectable overdeliberated Georgetown hypophysics ever-during opaques perplexment 
001763	5/8/2013 3:8	Tibbie -morphous determinated milksoppy inflamingly overlord isocyanine orchiditis Alar Macrauchenia piedforts 
001799	5/3/2013 3:8	Leptotyphlopidae nonsegregation woolers battology still-watching gloss Tuareg cecidiology Ondrej 
001817	2/20/2013 3:8	panada misspelt unpurveyed felworts devotee OOPSTAD immunoassay yeasayer Solenodontidae arterying self-dependent bepaid peevishnesses 
001835	8/8/2013 3:8	blackish Ikara archisperm dominick minuetish simazine becurtained comintern looby astone Peebles 
001933	6/17/2013 3:8	Camarata unpetted huppahs planer nonolfactories Zenonian goslet nazification pythagoric renavigate mixo- petalocerous inkman 
001939	8/26/2013 3:8	sulphophosphate antipathize windlessness logicalize nablus acceleration transpeciation disclosures limbec 
001940	9/15/2013 3:8	prateful purpose-built NEB pourparler peirameter Halevi chapote 
001969	1/10/2013 3:8	chindee antapices unreliableness nipplewort male 
001974	3/18/2013 3:8	leatherflower begrudgingly vexatious adonis noninjurious subterfluous miscalculated flower-breeding backwards phenocoll slowdowns forklike galavanted railman attends ANI fraiser waygoer 
000038	10/15/2013 3:9	stately-beauteous gigant araeosystyle Stiles newshound broomy wroot candle-snuff vectographic gordolobo Dryope 
000054	4/25/2013 3:9	unsunken Eyota ORDLIX scalado teller 
000061	6/25/2013 3:9	stipendium discontinuousness rich-appareled midriffs chelinga heartly inst. send-off 
000069	8/27/2013 3:9	wealdsmen synectic peyotyl dicyandiamide transscriber recleanse quasi-standardized Albia reclining petcocks Mosaist flummoxing fissipedial encrustant 
000085	1/9/2013 3:9	cesium quotidianness heliotypography re-reveal obtunds paleoherpetology Toshiba nonexpeditious Ravenna manger ATS knoller reinfection pones 
