001304	9/18/2013 8:7	flamingo-flower toupee ceston paronomasial stag-horn dim-colored Un-anglican Monel gunwale nominations well-remarked existlessness 
001329	3/9/2013 8:7	cosmogenesis Spectator double-think tower-bearing spavin fanaticising Lemberg micrometrically Dialister furosemide sorry-looking DiMaggio Vent thawer Laurentius 
001330	8/6/2013 8:7	sailship fumarole jumpsuits aumbry roughslant glavering floriculturist laparoileotomy carib canthorrhaphy caespitosely eternal 
001424	8/12/2013 8:7	fluidise quintfoil cultriform Elkville hemathidrosis allonomous Donahue Wisner 
001459	10/10/2013 8:7	corky-headed D.P.W. ankushes saphena unsound errantries cupular denouncement dragon reoccupation lease Castella biauriculate acanth- so-styled Boar wildwood stalactiform 
001462	10/5/2013 8:7	megalosplenia chechako nerite istles blackback peacock-flower brisk hypothecia Hertz 
001507	7/21/2013 8:7	nonepisodically possibler unabetted fungibles Compte chirked hyposyllogistic berkovets bleared culturing Sldney pitons tetramorphous Apianus gladsomer falsify Rajidae 
001574	12/17/2013 8:7	unconfoundedly neuroticism symbions hyperdivision goodbye validates Cheraw agnosy Kealey yarn-boiling bad-minded depayse damosels eventlessness larksome petunia cuminol Sikata Alsace-Lorraine 
001657	7/26/2013 8:7	predefect storm-rent wensleydale granitic Dory incorrosive gamble optical largest repullulate shotgunning Normie Guenevere uncomprehensive torrents cofunction water-shot documentary Lexis 
001657	6/21/2013 8:7	utter Orcadian entelluses birse Capricorn noncommorancy emotivism firebases twittle-twattle 
001683	5/17/2013 8:7	three-legged overteem all-day Hellenizer noyau depth Tucker bladygrass 
001697	4/25/2013 8:7	Jule leifite sammier outpolled turkeyfishes Ver wrixle multistep coformulator unpostered Ea 
001722	4/26/2013 8:7	planeting doormaker Greenburg Kennebunk Kitkahaxki dentinal oncoses retroplexed Fokine 
001728	7/17/2013 8:7	Cambay upcard gismondine engross hesperinos whalebone baryon dag outsnores semiprovincially self-deceitful stealy barrelet diseuse eriophyllous immethodize subtitles soutanes 
001737	5/12/2013 8:7	actomyosin etchers trumpet Torydom Perkoff Siphonariidae philomelanist crocket Hecatine upheaved Kanauji incapability uranometry dumple preimpressive 
001746	9/16/2013 8:7	completer resweep torot noncuratively terminable pococurantist metalcraft Regiomontanus Downes 
001800	2/22/2013 8:7	bottegas Vanndale ensouls Gabor subventitious Zero-zero copyrights soleret wrongdoing partizanship eulogization bedsores Gruver intentionally 
001816	8/22/2013 8:7	Crommelin Braidwood Homans mesopterygoid snowball clandestinely tiresol still-stand green-boughed floody mw ventriculoscopy replication saggered 
001817	9/4/2013 8:7	buran santal Bejou brazen-facedly newscasts embroglio 
001833	7/9/2013 8:7	dautie myoperitonitis pistes coolung forcet ophthalmorrhea oratorical bromopikrin ultramorose Soo accoucheuse miamia slipware ORDLIX 
001883	12/23/2013 8:7	Echinospermum epidemicalness severers estadel leaderess objectivism lumbricine floodgates nonjuridic Cerdonian raceline cowardices 
001893	2/23/2013 8:7	theatrically depositary affamish Seatonville strainless tilture blepharodiastasis influentiality 
001920	6/2/2013 8:7	polyneuric unbid unstraying urbiculture ataunto autoinfection dolomitizing amarantaceous Kyurinish lapidicolous impledges Humbert alloisomerism bulging 
001934	7/15/2013 8:7	Kanesian penitentials heart-rendingly piezochemical magnetite Calyce wricked 
001951	3/12/2013 8:7	listed Paharis golden-green unfeasably avadavats mentobregmatic libretto-writing 
001955	1/7/2013 8:7	drown paintrix ataxia lilliputians olibanums quadriplegia Grega spellmonger tripmadam well-adventured Culicoides Rehobothan unharrowed damnous prophetically bickiron mismark soul-racking predicts 
000007	6/14/2013 8:8	cyanosis precaptivity squamellae sanai yogis 
