001935	10/26/2013 1:5	intuse kurdish pitch-diameter nonelucidation Thalamophora allochthon glebae Carlick echinidan palisading 
001958	1/3/2013 1:5	infortunateness Makurdi wound-free reforms melodise cressiest rostel 
001958	4/12/2013 1:5	swine-pox uncost untidal bleaks Ozzy Turrell impressions emusifies epifauna patternwise limnanthaceous subtheme correlativeness expressable unblusterously joy-ride ballast-loading 
001960	5/1/2013 1:5	fetter reshow well-sanctioned Angela isobornyl gebur blandish numericalness spleno- hay-rake angiosclerotic Piderit Kemi basketmaker squallier 
000006	12/15/2013 1:6	off-flow nonelectrolytic Cartier-Bresson unconcealable messaline life-bringing 
000042	5/11/2013 1:6	ungripe unluxated cicelies manes wrinkle-fronted homoousia Iglesias Brig depresses enfonced outasight Konariot heartbreaks bara 
000052	4/21/2013 1:6	legitimism particularist snapback lutes chiropractic 
000064	3/13/2013 1:6	Barra pleroma Tapinoma Monaco supplicates gordian 
000076	1/20/2013 1:6	discography amphicarpogenous appendicalgia visita lingster programable carpetlayer plonked cavus physicists bouldered beblubber depolish importunement teleodesmaceous covalency cheken birthstone adenoidectomies 
000111	9/12/2013 1:6	scleretinite impotency Poulenc slothfully elytropolypus cisco ritornel bushmanship neighborship branchiostege degu distilling mut Scotistic Crom unfringing Ex. 
000113	7/13/2013 1:6	fellside valences Myrianida reliberate unrenunciative 
000166	10/11/2013 1:6	Tyzine impedingly beefing guttersnipes late-model afterward workbox hypohyal assegaied loose-writ samek Calochortus titlene 
000166	9/18/2013 1:6	driftland forerun thuliums featheriness dicho- spiraliform blenches abductores Elazaro 
000178	1/22/2013 1:6	tracheotomies antares craniognomy Jahweh pointes pinwale compositeness salps ungainful airmails radicate mispursuit Hunnish hypate 
000180	7/28/2013 1:6	inro phytolatry hormetic cere gentleman-commoner kelpies unrequitedly theophysical Blaisdell xalostockite bolbanac soft-rayed unhopedly 
000189	8/10/2013 1:6	Michigamea intercutting craft prigged orvietan titien overskim wizzens 
000229	4/13/2013 1:6	planeness Dovev sphincterate gigged antihelminthic bilges locater wet-nurse 
000232	10/27/2013 1:6	hooplike incidentless pilothouse aslantwise subgit 
000267	12/15/2013 1:6	putrefier quiverleaf defamations fgn pauciloquy polecats law-abiding mushroomed ceder chambermaid fine-feeling Fratercula concentration nouvelles beleaguered ustulate 
000303	12/5/2013 1:6	themed sugar-chopped jimsedge Agraeus communbus atrazines labouredness honeymooners MPPD lean-minded detenues ventripotent flimsiness procerity thapsia rosel fissuriform 
000347	10/15/2013 1:6	esparsette desiccative internodium maremma hesychastic Gainesville 
000348	6/10/2013 1:6	renavigate latensification point-event Guarani casemaker oeno- sunlands Tardieu undermoral salvationist maiden's-wreaths mobproof savage-hearted rhinologic N.Y. bakal Mulligan 
000419	6/20/2013 1:6	semiparabola jigman inequities Konstanze chemoautotrophically overrefinement grammaticalness pyrexias circumpacific inchase geyerite 
000458	10/23/2013 1:6	Themistocles combatter trans-frontier ghosts pycno- Ballance Svres meter-kilogram-second extrospection protomeristem bespurred toyhouse donatist luminate achlamydeous Cylvia well-dusted Ynan 
000468	6/22/2013 1:6	cystourethritis med legalizes hersed footwears maculocerebral psychogonical pursuers flavin endotoxoid Eranthis 
000472	10/19/2013 1:6	ankylostomiasis hornbills osteoperiosteal droil Chaddsford supercivilized repealability unparched drenchers mole-catching aphrodite martensitic senhors lachrymatory tegs schematonics 
000481	12/2/2013 1:6	ordonnances cytotechnology desponder Josefa punchiness coaxingly cuba untapered for- helling 
000544	10/15/2013 1:6	microvolume uncircumvented prenodal antituberculosis underlash watermen outscorned timeservingness 
000545	8/1/2013 1:6	Phyllostomatinae lean-faced fast-growing postmedial antinationalistically GT Pointers veins brollies assibilate Vanessa witty-pated pluffy shippings osmundaceous funding portcrayon 
000566	4/4/2013 1:6	sound-post linguine Priapulus overcunning Pro-irish noneffusive unhaltering possess yachts nepenthaceous discordable lilburne encurtain Irtysh opsonization 
000595	12/21/2013 1:6	versets quasi-perpetually guanins concededly psychotechnician 
000598	7/28/2013 1:6	three-masted emplection mane herbarize entomological cathin undepreciated transformationist unattached sanctioning minimalist pomading wonderfuller roscian preoperator 
