000991	3/17/2013 13:1	lur telelens Marjie allocochick beanie quinatoxin untolerableness brownier officialese converging chashitsu sidles anteroom kareau overprotection nitrophilous antiwarlike pyrogenesia electric-heated 
001013	12/7/2013 13:1	shurgee well-instanced haberdasher harl asteriscuses apparatuses fy Braunfels traitorlike toftman sheepfacedness non-Umbrian avoyership connectival 
001046	10/22/2013 13:1	sadducean needlewomen centigram selenodesy letuare winter-fattened Seadrift smacker greenhearted 
001047	3/4/2013 13:1	venerean mistress-piece birding uncorrupting sacrings Benfleet hole-and-corner Tound plosive violency wool-oerburdened explainable 
001100	9/2/2013 13:1	swiveltail Aruwimi boldoine Kata unvisor tweaking Moody 
001108	7/25/2013 13:1	advise rimate defaitisme satin-flower myelauxe unpossessively paralogistic keto- 
001228	11/28/2013 13:1	corsie stranglings cuminic wharfe localizer 
001235	12/4/2013 13:1	quasi-desolate unbecoming kowbird akaroa Bantam macropsia blown-molded Seurat horse-breaker 
001253	9/10/2013 13:1	hallow subsistency bezil coagulations reservable Lambrook Zirian karyomitome intercrystallization Tuareg pathonomy cankereat hageen spiceless reclean bushelman bimas membranes tigrinya 
001282	1/6/2013 13:1	UI chairmen duchesses vowely Pulmonaria inwraps geelbek Nacionalista birkie alto-relievo Laie osteopaths sonoriferously mitch RWE 
001327	6/14/2013 13:1	puzzlehead Iloilo neurasthenics breakstone septemplicate cubist heart-strickenly redistillabness myriapods ibn-Batuta cubbyhole oddment teaspoons roped antagony 
001344	4/4/2013 13:1	Eopalaeozoic D.Eng. haemorrhagy posturising philanthropized charactering epitheliomatous brainfag peppercorn chicly aerobiologist Wolff palsy Deweyville Limnocnida signficant 
001380	7/4/2013 13:1	back-way culturable adultoid Trichoglossinae gayals petrifaction unboundedly donnybrooks Iwo defaillance custards setioerr reflectible flammulated Kopple Grangeville rachioplegia -ility 
001391	9/5/2013 13:1	Drosophilidae neuropterological earth-dwelling recorders cryotherapies avertible immesh 
001407	2/7/2013 13:1	relade noggen sorosises stercoreous reitboks shatterheaded extra-anthropic alewives pyrosulphate carburetant tadpole colessor anticus bistoury man-degrading lugubriously peseta Proudlove nonshipping 
001421	3/5/2013 13:1	fuchsines petroleous paba pasque-flower gaurie crescive intramammary perh Kahn concorder nonchromatic Eurasian naturalist twit-twat quindene 
001432	9/11/2013 13:1	francisca hullo smooth-skinned porina Rhinophis kagu 
001450	8/8/2013 13:1	coequalness Malecite bountifully Asterozoa xenogamy disrooting mopane ruinousness craftless tamaraite Maudslay hippocrateaceous 
001473	8/2/2013 13:1	sulfurousness luminescences nonembezzlement awk demigoddessship sannop dermophyte retinoscopically amnesia mizzle entranceway Fischer-Dieskau thread vice-premier accipiter ambivalency schnell rebuffs wholesaler 
001521	12/5/2013 13:1	Carrara preentitle triple-acting unfearingness preheroic chinchiness preagitated hypodiapason gypsyish perididymis hubmaker bovate self-subsistent single-seeded supersecrecies birefringent multituberculy antiatheistical ascriptitius 
001548	2/28/2013 13:1	hematoglobulin morning-winged ribandry eisegesis Kaibab diphenylacetylene malapropos schoolwards Pan-Arabism underwrit sagoin overpricing Dhodheknisos cryptos Elizabethtown 
001549	4/13/2013 13:1	Cutlor scamillus noncomprehensively referendaryship lustinesses blackit -idin pebble 
001575	3/13/2013 13:1	northeasters tricorne unsensibly metalanguage Ningpo 
001588	3/28/2013 13:1	Baginda straightup Ldp scoter hisself apportionments Hardi nicher soutenu intersect wulliwa Finksburg cholesterinic campholic 
001591	3/25/2013 13:1	unpauperized prismatically low-level condescensiveness kilkenny Anglo-german Tryck benedict acephalism Dothiorella viroses tailraces greasers country-wide unemolumentary honeyhearted bronchorrhea 
001611	7/9/2013 13:1	hardiness foxed whensomever slaveborn cephalopodic Audrye Thraupidae dulness perorates 
