001965	3/14/2013 5:59	Azilian outcuring scripturalize doubtingness prophetically 
001976	1/9/2013 5:59	CAFE airplay Aust. semiacidic lobulose Hitt preexamined unbiasing divertisement humidistat Oesel nonmeasurable eschewal red-light thermoregulation anoas valanche messagery 
000003	7/5/2013 6:0	reproved beatifically quasi-unified loose-spiked flotson Speedwriting subeth fluor-spar carny 
000008	12/26/2013 6:0	Klute semilucent popularism Senior undistend senecan monochromes adversarial muckily mid-thigh wrong-way 
000037	10/22/2013 6:0	unkindliest zingiberol Hartshorne skindiver roof-gardening weakbrained 
000085	5/21/2013 6:0	zoonitic experting braless monacillo pagods ringbark pretexta herakles occlusocervically 
000107	11/11/2013 6:0	outdancing kreitonite mild-seeming safranophil sharpness incrimination smoke-preventing camass misrelate palingeny Thysanoptera escolar field-holler griots appellativeness snippiness supradorsal justments 
000148	2/24/2013 6:0	sole-thoughted meatorrhaphy laggers camphenes Guetar Ethelstan Tennille Jes Wei gangrenous Lepas derring-do intercessional didappers triliteralism 
000205	6/19/2013 6:0	keeves nybblize doeglic staccatos peppering gorgonzola makeshifts tetra-icosane hydracrylic Belemnites 
000245	11/24/2013 6:0	monkey Wandie reclusely polyfold trachyphonia unpurchasable Archibald apobiotic CNA stammerwort excepable ethically ceratectomy 
000283	9/12/2013 6:0	gramophonic hyperpathia Cocceian lenis Fridila j'ouvert tantalise Hardecanute overhappy capilaceous creamlaid wyling poudrette Indianist Zoha knolly 
000318	4/12/2013 6:0	self-mortified CCL crackability proficuous commutation hauberk 
000322	5/9/2013 6:0	nefas chazanim undisguising Post-adamic unsnow discomfort Briana 
000357	5/5/2013 6:0	quasi-identically desulfurised Itonama fracas kidding scotches 
000377	6/16/2013 6:0	Herscher tetratheism Austral moveableness vasectomise water-bed Pallu lochoperitonitis Juvenal calvaria leads yarrow mistakeful 
000409	9/22/2013 6:0	bereaved vb. tizeur endodontist zoolitic silencing mircrobicidal crustier overquickly microcnemia mattedness 
000436	7/24/2013 6:0	C/N Claremore nonadditivity fibreboard lovingkindness semihexagonal trishna imburse EMI nondepletory obeliac blankminded doruck belleeks 
000464	3/9/2013 6:0	pushpin grufted tip-on nihilianistic Ichthyol Gilpin kalam dundasite 
000466	3/2/2013 6:0	subbailiwick PSAT long-shaped clears unhalted Roberson lawcraft Petrinist avenues 
000483	11/19/2013 6:0	parachronism anilide obscurantists shelleyesque embezzled intermutation queenship nosochthonography drawbacks Janus-face writinger myelocyte 
000502	3/13/2013 6:0	rehabilitating half-faced plague-infected Strauss lyophilization pelycometer four-post 
